Song,Track ID,Artist ID,Artist Name
"34971, Goin' To New York",,,
,TRIDMLH128F4267361,ARGRDHI1187B9B93F0,James Blood Ulmer
,TRQHGSK12903CEA43D,ARX84Z71187B9B341C,Slim Harpo
,TRUFBDS128F42821E4,AR5U94U1187FB5CDCF,John Hammond
"71792,71794, Tu Parles Trop",,,
,TRCCHHF128F4295112,ARZB0M41187B991E6B,Johnny Hallyday
,TRHWEYD128F931BD0D,AR2S8PI1187FB4D4D4,Clarence Carter
"1748, Lady Marmalade",,,
,TRPPADH128F9335972,ARCGWLH1187B9AC714,LaBelle
,TRCUJKA128E07927AE,AR0S7TA1187FB4D024,Christina Aguilera
,TRXAHEE128E078F3E3,ARAS3371187FB4CFB0,All Saints
"64973, A Strange Day (The Cure)",,,
,TRLDWFY12903CE7207,AR5B1EB1187B98EE39,love like blood
,TRQECSE128F92D3B06,ARRWOEJ11E2835C6C6,Grand Duchy
"9228, Have You Met Miss Jones?",,,
,TRDBAEJ128F9301068,ARENMIP1187FB5638D,Robbie Williams
,TRBRSLN128F4288F96,AR642CN1187FB3B3C6,Cluster
"2947, Dancing In The Street (2002 Digital Remaster)",,,
,TRTDYIS128F146297A,ARSZGJL1187B9933A6,Cilla Black
,TRLHPDA128F9312CF1,ARQ294N1187FB53D2A,The Mamas & The Papas
,TRNVQWD128F9351DD6,ARZOB721187FB545AE,Martha & The Vandellas
,TRXVVDD128F9344984,ARYQ8281187FB58C34,Royals
,TRQBRXB128E07856AF,ARNLO5S1187B9B80CC,Van Halen
,TRCGSBN128F4267E03,AR40GSU1187FB3AA01,Neil Diamond
,TRAWOYN128F92F2D34,AR7EJ7P1187B98F28A,Martha Reeves
,TRWVJLU128F92FD8A6,ARJZHVA12454A43068,Martha and the Vandellas
,TRWIJPQ128E078F18E,ARWX5TK1187FB4CDBE,The Who
"56232, Hippy Hippy Shake",,,
,TRYSHEV12903CC5DFE,ARZDZR21187B99C78C,Ray Ennis/The Blue Jeans
,TRCTLAW128F145B140,AR8NKGL1187B98F57A,Mud
"107636, Slaughtered (originally by Pantera)",,,
,TRPXWGM12903CF459A,ARF041T1187FB3B4FF,Aborted
,TRWWKVN128F14B100C,AR71MIY1187B9BA0C3,Pantera
"115709, Nellie The Elephant",,,
,TRDNGZM12903CCF919,ARM0KWP1187FB37705,Toy Dolls
,TRHVTIU128F933836B,ARROCU01187B9B7337,Mandy Miller
"114852, Chocolate",,,
,TRELXQL128F932907F,ARVN9FZ1187FB393F1,Snow Patrol
,TRROMTP128F4293985,ARNT5521187B9A451A,Charlotte Martin
"42311, One Mint Julep",,,
,TRSPZJW128F14A22A4,AR7FZ7W1187B9A5D13,Bob James
,TRQLVUM128F9305FAB,AR69FR01187FB4D250,The Clovers
"8706, Beautiful Delilah",,,
,TRGDVCZ128F93268D6,AR6NBDC1187FB4D96D,Chuck Berry
,TRQIAFC12903CE5CF8,ARRGSZH1187FB4C6F8,Downliners Sect
,TRRXCPW128F932902A,ARB5YHB1187FB578A9,The Count Bishops
"38190, Flamingo",,,
,TRQCQHD128F422D027,ARLPFWM1187FB4CCCB,Blossom Dearie
,TRNOYBD128F92FFA28,ARWN59G1187B9AD7E4,Hank Marvin
,TRXAGES128F93046D6,ARMCDAC11F50C4AF14,Larry Vuckovich
,TRCENNL128F42629EB,ARSWHKY1187B9B40B2,Grover Washington Jr.
,TRHUPZU12903CF94AF,ARNYDR91187FB542BF,Michael White with Bill Frisell
,TRQKTFQ12903CD922A,ARDF6RM1187FB5A409,Martin Denny
,TRCUMGN128F92F60BD,ARJUNZD1187B9A5DAE,Herb Alpert And The Tijuana Brass
,TRZOXJN128F146BB47,AR3JJGQ1187FB410B5,Jimmy Smith / B.B. King
"4852, Secret Love",,,
,TRMNSSV128E0782954,ARMFL561187B9A55C9,Sinéad O'Connor
,TRWAPXP128E078AF78,ARYC7IS1187FB57AD2,Ry Cooder & Manuel Galban
,TRPLBGV128F427E9F9,AR35K8C1187B98F4AF,Mandy Moore
,TRZOORC128F147BA9A,AR6HLNH1187B990435,John Scofield
,TRLSMKG12903D02129,AR33JQI1187B9ADC2A,Doris Day with Paul Weston & his Music from Hollywood
,TRGMOQJ128F9310FA5,AR1JD6E1187FB5696C,James Last
"64532, Need You Around (LP Version)",,,
,TRKQXUW128F4276AE0,ARUGJ761187B98D91D,The Smoking Popes
,TRXIALL12903CEB395,ARBV0P21187B992AA0,Amazing Transparent Man
"24013, Devil Town",,,
,TRWXMAF12903CD00D5,AR6CLFP1187B9ACB94,Daniel Johnston
,TRCNRLQ128F428F669,AR956D01187FB55E68,Tony Lucca
,TRAULXX12903CD7AF1,ARH0TST1187FB3F8F1,Bright Eyes
"61437, Salvador Sanchez (Acoustic)",,,
,TRCKWHI128F9321BBA,ARRMQ711187B9B7CD7,Sun Kil Moon
,TRGSKCM128F932E4F8,AR6URKE1187B9BA4D1,Mark Kozelek
"53224,233, Always On My Mind",,,
,TRDTBDB128E0782858,ARA60941187B9AD4A3,Pet Shop Boys
,TRFXQCT128EF35A24A,ARN0YZ71187B9BA57B,Michael Bublé
,TRYAJEG128F931FCA0,ARCOEN91187B98B069,Mama's Jasje
,TRYHZMP128F42929FC,AR8DTD41187FB51ED9,Fantasia featuring Jazze Pha
,TRFVMKU128F92E27EA,AR1JD6E1187FB5696C,James Last
"29380, Tenderly",,,
,TRTDBVG128F92CDD4D,ARFJZRY1187FB3C85E,Bette Midler
,TRUSHRW128F92FB863,AR8Y7O51187B99879D,Louis Armstrong - Itinéraire d'un génie
,TRKULDU128F930C849,AR4JY8V1187B98A62F,Ann Hampton Callaway
,TRDTAGN128F930E8C2,ARS17JS1187FB58BC4,Bobby Troup
"36308, Keep Everything Under Your Hat",,,
,TRVACPA128F42BC45E,ARRCFTZ1187FB3DD56,Alexander 'Skip' Spence
,TRQLQNT128F421F359,AR97P421187B998FD6,Outrageous Cherry
"104712, Hold It Down",,,
,TROTIWU128F1463C12,ARGQHYN1187FB3AEE1,4hero
,TRTBSLV128F931DCF2,ARMMVME1187FB44958,The Quantic Soul Orchestra
"32595, (Ghost) Riders In The Sky",,,
,TRMUPEX128F9344B79,AR0HQE41187B9A28D3,Me First And The Gimme Gimmes
,TRRHQXY12903CD962C,ARW7TAR1187B98BB04,Vaughn Monroe
,TRBNLEV128F421CD33,ARR057Y1187B9A16E7,Children Of Bodom
,TRDGOFX128F426CFA5,AR223M11187B9ADDD6,Marty Robbins
,TRFCXPB12903CC46A3,ARYN6H41187B98AA0F,Michael Martin Murphey
"85612, Six Different Ways",,,
,TRWXKPO12903C9CBED,ARKCQ6O1187FB47A1C,The Postmarks
,TRPNVYJ128F9336E42,ARLWBTE11E2835D7E1,Rainbow Arabia
,TRBPMYB128F147CD47,ARWA6NT1187FB3F15C,The Cure
"27455, Freedom of Choice",,,
,TRUDQUD128F4267DCE,ARVDO8G1187B99F43E,A Perfect Circle
,TRCOCVD128F1458AA7,ARYML1P1187B9AF39B,Devo
"29926, When Did You Leave Heaven?",,,
,TRBUAUK128F1490C64,ARGP3GD1187B999801,Tony Martin
,TRXYUGJ128F4284F7A,AR9MJKH1187FB52B2B,Lisa Ekdahl
"83311, They Call The Wind Maria (Live)",,,
,TRJRETD128F145B834,ARMIRFN1187FB3BD09,The Kingston Trio
,TRWINVS128EF347804,AR54UY91187B9A6667,P. J. Proby
"13511, Talk Dirty To Me (Album)",,,
,TRGXZZF128F9324533,ARZJ4MI1187B9AF5AF,Reel Big Fish
,TRFFPCA128F429B2D5,ARFMH0N1187FB4BA01,Jughead's Revenge
,TRIBLKG128F145FF22,ARRR9QU1187B9AE226,Poison
"462, California Dreamin'",,,
,TRQGTPF128F92DA674,ARCCN681187B9AFD73,Melanie
,TRJCBUO128F423FE77,ARNIYM61187FB4F85B,Bobby Womack
,TRMSRNR128F1460685,ARW5XFX1187B9AE42A,The Seekers
,TRCAWKK128F933859E,ARSYJU71187B9A0A3A,Royal Gigolos
,TRJLCZV128F92F568A,ARQ294N1187FB53D2A,The Mamas & The Papas
,TRJGFIH128F933DB9E,AR8MDYR1187FB3C066,Gary Hoey
"48207, Rain And Snow",,,
,TRWCZTA128F424E6EC,AR16XZ11187B9A97F0,Blue Mountain
,TRTBGZS128E0785557,AREGX5K1187B9B6C9E,Grateful Dead
,TRCIMIE12903CDAA33,ARA9LDS1187B98A9A1,Dillard Chandler
"92372, 40 Miles Of Bad Road",,,
,TRYGWWL128F92CD0E7,ARRM4571187FB402C4,Bill Black's Combo
,TRRMUMN12903CCCEBA,AR7JT491187B98D5A2,Duane Eddy and the Rebels
"75983, I Shall Sing (Album Version)",,,
,TRNRPLW128F932BAFC,ARIH5PS1187FB4FE52,Miriam Makeba
,TROOMME128F42932CB,ARANIJI11F4C83EFD2,Toots & The Maytals
"13317, He's In The Jailhouse Now",,,
,TRNMZNW128F92F110F,ARD86FS1187B9BA103,Pink Anderson
,TRHWXMM128F4288C2D,AR4GUPS1187FB3E415,John Jackson
,TROOEIN128F92E3A50,AR97EHA1187B98AD5F,Blind Blake
,TRASDPV12903D13D1F,ARMKPQP1187FB3F521,Webb Pierce
,TRRADHI128F427F8A8,AR5GLIU1187FB4638A,Memphis Jug Band
"115698, P.I.L. Theme",,,
,TREOBYS128F92EAB37,ARTCYK21187B98DDC6,The Long Ryders
,TRFRGYH128F1458FA3,ARDG9Z71187B997023,Public Image Ltd
"48291, Have Mercy Baby",,,
,TRFWTNA128F92CE0CC,ARRHNLN1187FB589BA,Jelly Roll Kings
,TRRZBKW12903CEB1D2,ARCKOO81187B99006D,The Dominoes
,TRHIFSX128F92C9FFC,ARQKQ801187B9AC143,The Blasters
"7446, Mad World",,,
,TRLYWYS128F931F8B6,AR9N5P41187FB49DB3,The Red Paintings
,TRKDDFL12903CB02F7,ARWLV931187B9B0F5A,Evergreen Terrace
,TRYBOAL128E0784826,ARVELV01187FB42126,Tears For Fears
"31613, Tempted",,,
,TRAIASQ128F933590A,ARZLUSX1187FB4D40A,Squeeze
,TRVJKXP128F1456F7E,ARUAG4R1187FB53500,Joe Cocker
"25511, If I Had You",,,
,TRJEUNB128F92F368C,AR392MV1187FB3C3FE,Connie Francis
,TRNQLLR128F92D95BC,ARFOMBD1187FB4CD21,NNENNA FREELON
"78600, Can't You Hear My Heartbeat",,,
,TRMJKGQ128F42480BC,AR9FKRD1187B9B73D4,Marianne Faithfull
,TRKQANQ128F9320C92,ARAFUJ81187FB366E8,Goldie & The Gingerbreads
"61919, Sea Of Heartbreak",,,
,TRJAXAS128F9338CAF,AR7CCCC1187FB578FF,Don Gibson
,TRVKUVM128F932E456,AR3R83L1187B9B01B0,Rosanne Cash
,TRXPZFQ12903C9A806,ARPAB1I1187B9AD8E4,The Everly Brothers
,TRDCUCM128F421CC29,ARQNRTK1187B9B58F2,The Searchers
"4713, Metal",,,
,TRAAGEC128E079252C,ARK9TRQ1187B99C095,Nine Inch Nails
,TRFFFAM128F92E2AD4,ARLVAAI1187FB3965C,Gary Numan
,TRNYZAD128F9311177,ARTZRS11187FB4C8A9,Nouvelle Vague
,TRZVATZ128F934AD9B,AR8S39U1187B990D7A,Thought Industry
"74184, Surfin' with the Shah",,,
,TRGXPKM128F9321728,AR20XWY1187FB3CAEB,Urinals
,TRZTRAS128F429E94B,ARUG48S1187B9BA142,Yo La Tengo
"31395, You're A Better Man Than I",,,
,TRWRNYZ12903CAC34A,ARQSWVX1187FB4F181,Sham 69
,TRJYCLS128F426EABC,AR0N7RH1187B9B7497,The Yardbirds
"764, Everyday",,,
,TRTAECJ12903CE0532,ARBJ5U71187FB52A76,Buddy Holly
,TRDIZIC128F9331D75,AR3S4VN1187B9A1B30,Rogue Wave
,TRNPFWD12903CF4CA7,ARYGKAR1187B9B7E5B,Elliott Murphy
,TRSUNJX128F1460134,AR1UBH11187FB3643A,Don McLean
,TRAMFFW128F4263AD7,ARSF0K11187B9AF319,James Taylor
"65381, Between The Devil and The Deep Blue Sea",,,
,TRIUTQT128F93086E6,ARE2XCO1187FB4CBA3,Annie Ross
,TRUBOQV128F1498808,ARLPFWM1187FB4CCCB,Blossom Dearie
,TRYLJZD128F93199DB,ARGT89Y1187FB5B07A,Frankie Trumbauer & His Orchestra; featuirng Bix Beiderbecke and Eddie Lang
"16793, Maiden Voyage (Live) (04 Remaster) (2005 Digital Remaster)",,,
,TRXFXCG128F427E0E5,ARWLT1T1187B99B4CC,Grant Green
,TROHCUN12903D07EE7,ARBR26J1187B991D4A,O'Donel Levy
"2673, Blowin' In The Wind",,,
,TRJLQKV128F147A89A,AR8H87D1187FB3A841,Glen Campbell
,TRBPFPL128E0784BF6,AR9FKRD1187B9B73D4,Marianne Faithfull
,TRSNAPQ128F9343F8A,AR0HQE41187B9A28D3,Me First And The Gimme Gimmes
,TROJPHY12903CC50ED,ARUL9Y61187FB3DF6B,Peter Yarrow
,TRTXXIW128F426A4D3,AR5FP401187FB523C9,Bob Dylan
,TRUZPWP128F9339710,AROZ9WA1187B995DF9,Emmerson Nogueira
,TRFVIPZ128E07965D3,ARTNXF71187FB59DBB,The Les Humphries Singers
,TRVJJDQ128F92FAE37,AR60ODO1187FB4D9AB,Joan Baez
,TRNDFLV128F9359DCB,AR42MHZ1187FB39CAC,Trini Lopez
,TRDBGRW128F4269351,ARW5XFX1187B9AE42A,The Seekers
,TRAZHZJ128F428E851,ARUM60L1187B9A7E1F,Stevie Wonder
,TRHMPSL128F4291BA1,ARR176H1187FB4CDFE,Edwin Hawkins Singers
"27641, You Made Me love You",,,
,TREKQRA12903CB45F3,AR4HVEF1187B98BE98,Nellie Lutcher
,TRKKEZX128F931675F,AREGFTR1187FB5A8FB,Jack Jones
,TRGSYBE12903CD0448,AR9IJCC1187B9A1A7C,Sherie Rene Scott
,TRCUZQQ128EF3411C9,AR1AB841187B997EB7,Rod Mason & Ray Foxley
,TRCZGPF128F145D5D3,ARD0FN11187B9B25CD,Bobby Darin
"53670,95902, Chevrolet",,,
,TRBJEFM128F425AD24,ARMDA7X1187FB52EA8,The Derek Trucks Band featuring Ruben Blades
,TRBZRVP12903CAA8CC,ARJVTRE1187B9959C0,Foghat
,TRKKILV128F4288B09,AR93RTI1187B98ECFB,Mance Lipscomb
"18673, Give Me Your Love (Love Song) (LP Version)",,,
,TRREBJY128F423BE65,ARNMWP51187FB3E963,Curtis Mayfield
,TRTAUXS12903CA93B2,AR20SBM1187B9966A7,Barbara Mason
"21205, Stir It Up",,,
,TRPQUWE128F42B1B53,AREZWC61187FB52DCF,Johnny Nash
,TRBVRSE128F932A927,AR35ZOY1187B98C79D,The Fratellis
"19219, Nervous Breakdown (7"" Split Single 1999)",,,
,TRAOMRH128F425B5A0,ARRAGCW1187FB4D892,D.O.A.
,TRNQWSX128F93147E8,ARKP3YJ1187FB381AF,Blue Meanies
,TRXEQMJ128F428BB63,AR5UOAG1187B9A5B29,The Hope Conspiracy
,TRPPCMC12903CE415E,ARQ76LG1187B9ACD84,Black Flag
,TRGSLOI128F426DD98,ARZNX911187B9B6972,Gallows
,TRRRWDM128E0791464,ARZWK2R1187B98F09F,Rise Against
"25182, Dream Lover",,,
,TRZTMFN12903CE0500,ARD0FN11187B9B25CD,Bobby Darin
,TRUWHDA128F92E0F55,ARROAQE1187B9909CF,Jason Donovan
,TRMOEMT128F4279857,AREZWC61187FB52DCF,Johnny Nash
,TRPOENV128F147B5A5,ARA1UU51187FB5A70B,The Misfits
,TRLVUCS12903CDF928,AR6CLFP1187B9ACB94,Daniel Johnston
"8898, Gotta serve somebody",,,
,TRXHICL12903CF6721,AR5FP401187FB523C9,Bob Dylan
,TRORLJH128F429A3B6,ARK0VFZ1187FB4309B,Shirley Caesar
"29765, Battleship Chains (LP Version)",,,
,TRSPJJB128E078AF34,ARYW3V11187B99C8C9,Georgia Satellites
,TRCLJQC128F42757A8,ARS8EAA1187FB52E62,Hindu Love Gods
"24581, Parchman Farm",,,
,TRNGETB128F930EFAD,ARYD3GD1187FB38B08,Mose Allison
,TRAMFCQ128E078CF59,ARTPY6B1187B98C720,Cactus
,TRXIWBK128F148E2E5,ARGBKIH11F4C846FC4,Blues Image
,TRARGZR128F92E28D6,AREOGMA1187B9908EF,Hot Tuna
,TRQLFHK128F424C837,ARKSCPT1187FB3CB54,The Nashville Teens
,TRSQPYR128F425F4BD,ARJ9DSA1187B990E00,John Mayall & The Bluesbreakers
,TRWVKJW128F4250A71,ARTEABC1187B9AE16E,Blue Cheer
,TREWGNK128F427EF25,ARW1P5M1187B9908B0,Chris Spedding
"6421, Working Class Hero",,,
,TRFMCWB128F425A125,ARGEJ8B1187B9AE2E7,Manic Street Preachers
,TRYXHSI128F146F795,ARWWS2G1187B9ACFE4,Tin Machine
,TRCRJDF128F14552D2,AR5SB8C1187FB5C375,John Lennon
"59787, Madness (Live At The Hammersmith Odeon)",,,
,TRYUZTV12903CF9D2E,ARJIQGE127D395D4E3,Madness
,TRIXUFV128F9306354,ART39TB1187B9ADED6,The Selecter
"36, To Love Somebody",,,
,TRKKATN128F42845DA,AR5MKYH1187B9B586D,Bonnie Tyler
,TRTCYQG128F92C22BE,AR2UWUD1187B9B3B01,Nina Simone
,TRPROKM128F1463E78,ARAPIIU1187B98FAC9,Gram Parsons
,TRGGHQR128F930FDF9,ARUAKBD1187B9A2114,Jimmy Barnes
,TRYEOYI128F4234A01,ARS5CVB1187B990B7D,The Sweet Inspirations
,TRGMDZE128F427372B,ARS86AJ1187B9B4225,Janis Joplin
,TRPEGOK128F4236122,ARD842G1187B997376,Blue Rodeo
"57296, Computer Love",,,
,TRKDSBJ128F42372B7,AR3JQCQ1187FB38FE8,The Balanescu Quartet
,TRYEALC128F930278D,ARYPKPP123E29C28C6,Heads We Dance
,TRTIDOX12903CBA244,ARNO7BB1187B9A6D96,Octex
,TRAEOFD128F9311409,AR1ZKBE1187FB53629,Kraftwerk
"3304, How Can I Help You Say Goodbye",,,
,TRKDIKZ128F92FB6EA,ARCCN681187B9AFD73,Melanie
,TRJEBIT128F933A400,AR9YR2T1187FB3E9EE,Patty Loveless
"91664, When I Grow Up",,,
,TRXVEUW128F92F6539,AR0DVRJ1187B98CBF5,The Pussycat Dolls
,TRLVNUX128F9308A05,ARQKFPA1187FB488D7,Mayday Parade
"6686, Until It Sleeps",,,
,TREUDRH128F4215B50,ARHKPXI1187B9B2CAF,Apocalyptica featuring Adam Gontier of Three Days Grace
,TREAYDQ128F147CC6C,ART5MUE1187B98C961,Metallica
"72275, Big Town Playboy",,,
,TRATASV128F92D061A,AR0TE9P1187B98E724,Little Johnny Jones
,TREDVIN12903CE6B8B,AR0R7MR1187B990C7A,Eddie Taylor
"26943, The Chain (Album Version)",,,
,TRVUTRB128F1477EB2,ARED2DG1187FB3CB4D,Tantric
,TRHEXZT128F427DB37,AR0TGZI1187B992539,Seven Witches
,TRYGFXK128F428C259,AR6BJ1V1187B9AE3B7,Peter Green
"422, Shake A Tail Feather",,,
,TRPVJTE128F92F072B,ARX4PJ61187FB4F84B,James & Bobby Purify
,TRYNGKJ128F932923D,AR0QJ5M1187FB5B86F,The Cheetah Girls
,TRCGEVT128F14A4750,AR4U2DD1187FB3B987,Mitch Ryder & The Detroit Wheels
,TRAHLWI128F426C29A,ART9JOW1187B9AB4F3,The Romantics
"31271, Monster Mash (Album Version)",,,
,TRBPFAF128F4246C75,ARA1UU51187FB5A70B,The Misfits
,TROGKAI128F92F0378,AR732HZ1187B98E935,"Bobby ""Boris"" Pickett"
"13076, If Loving You Is Wrong",,,
,TRVBKPV128F14642CD,ARAFPO71187B9BA100,Cassandra Wilson
,TRSFPMW128F9328ED2,AR4Z9AW1187FB5B56F,Millie Jackson
,TRVLOAQ128F933DDD8,ARBAAVW1187B9947A1,Richie Stephens
,TRIBLNS128F92DE597,ARSE6831187B9AEAFE,Barbara Mandrell
,TRIRFMY128F92DE23E,ARHV6YT1187FB4C6BC,Luther Ingram
"136, Pale Blue Eyes",,,
,TRJLZXI128F146BA60,ARBFQ7L1187B9ACD48,The Velvet Underground
,TRKZAHR128F935DD7A,ARVXOWX1187B9AF5E5,The Mock Turtles
"22722, Just A Little Lovin'",,,
,TRCXFFV128E0791219,AREQIT21187B9AEB7F,Dusty Springfield
,TRZSISO128F4241B06,ARA3VJJ1187FB3F5A6,Shelby Lynne
"56311, On With The Show",,,
,TREUDEZ128F429177F,ARPKK761187FB4D53C,The Ataris
,TREVIGK128F92E4C19,AREGV3K1187B9AF614,Mötley Crüe
"23826, Move On Up",,,
,TRSOIKN128F427D631,ARTGWRS1187B998930,The Flying Lizards
,TRUUWLH128F933B3F5,AR3962I1187FB3DE9B,The Style Council
,TRPSMTM128E07939FA,ARJG2ID1187B9A767E,The Jam
,TRSMYQD128F422FC1F,ARNMWP51187FB3E963,Curtis Mayfield
"11006, I Can't Give You Anything But Love",,,
,TRDZCJP12903CB564C,ARLKIWX1187B98DD9E,Gloria Lynne
,TRTXWRH128F422B9A0,ARE0WH81187B9A7BA3,Rufus Wainwright
,TRJJCRJ128F14A4221,ARCXKY91187B9ACA99,Diana Krall
"81471, Con Il Nastro Rosa",,,
,TRCGAVN128F9313A79,ARVFTOM1250940ED23,Emanuele Dabbono
,TRXWFQH128F42A24CE,AR0OZGN1187B99BC1C,Lucio Battisti
"35691, I Love Being Here With You",,,
,TRANSZX128F14A4285,ARCXKY91187B9ACA99,Diana Krall
,TRXXFAX128F42335DC,ARELPXQ1187FB384FD,Queen Latifah
"9644, Overjoyed",,,
,TRVOCSG128F92D95F6,ARFOMBD1187FB4CD21,NNENNA FREELON
,TRGEECI12903CEA748,ARBXYRQ1187B99C478,David Mann
,TRMUXHQ128F4272024,ARCNW7U1187FB3B219,Jane Monheit
,TRIEYGD128F4264571,AR0IAWL1187B9A96D0,Danilo Perez
"11359, By Myself",,,
,TRJCPUY12903CC0EA2,AR8XIN91187FB3A048,Johnny Mathis
,TRULQSH128F1459BFD,AR4VT3E1187FB570BB,Cher
,TRHYTFH128F42A834E,ARUN69Q1187B98E4D4,Patricia Barber
"711, Easy",,,
,TRUDXHE128F426727B,AR2S8PI1187FB4D4D4,Clarence Carter
,TRSPVTZ128F425A05D,ARKOSUV1187FB3C1FC,Andy Abraham
,TRMAMOW128F145EC1E,AR2665Z1187FB56AB9,Commodores
,TRCWWSE12903D080AD,AR0AJG11187FB51EFC,Faith No More
,TRCLAQP128F428C798,ARR9XGB1187B9912E6,Boyz II Men
,TRHZWER128F423345B,ARIK43K1187B9AE54C,Lionel Richie
"81105, Bouquet Of Roses",,,
,TRBTQNQ128F92FE8A0,AR223M11187B9ADDD6,Marty Robbins
,TRKAMFG128F92F11A2,AR0IWIR1187B98BF54,Dick Haymes
"4444, A Well Respected Man (Album Version)",,,
,TRSPTHA128F147BDA2,ARMS97V1187B99DD98,Josh Rouse
,TRRRRCH128F9342C72,ARPHIME1187B9ACF4E,The Kinks
"54896,54891, Always There",,,
,TRINYHI12903CC999A,ARVA5B71187B9A0FCD,Incognito
,TRFQUSL128EF35C899,ARH3GNZ1187B9972B0,Build An Ark
"97575, Movin' Out (Bonus Track)",,,
,TRGMFZQ128F4231BB1,ARRWYO21187B98D9C3,Fireball Ministry
,TRJBYPZ128F42832C5,AR12F2S1187FB56EEF,Aerosmith
"21005, Don't Let The Sun Catch You Crying",,,
,TRUUPHX128F149DAFE,AR9MOXS1187B98AF78,Robben Ford & The Blue Line
,TRBRMCM128F148D174,ARXPE571187FB4AFD0,Rickie Lee Jones
,TRIUKLB128F1464439,ARZ09XM1187FB45F24,Gerry & The Pacemakers
"95726, I Love You A Thousand Ways",,,
,TRFAVBZ128F9345B34,ARNG1DH1187FB3AB56,Lefty Frizzell
,TRMSDRH128F935EBBC,AR2D7HC1187B9977A1,David Frizzell
,TRDHAVP128F428252B,ARMM6WZ1187FB4958D,Willie Nelson
"2981, White Christmas (LP Version)",,,
,TRZMMJU128F4234617,AR2G8SU1187FB4A871,James Carter
,TRUYFQO128F93002A1,ARVZDOM1187B9B49C9,Barry Manilow
,TRUFCHI128F42AD3B9,AR5HOKG1187FB3873E,Shakin' Stevens
,TRONKVS128F92F8A41,AR3DYAD1187FB3964E,Chet Atkins
,TRQUQVW128F146232E,AR3RPLL1187B9B2301,Stiff Little Fingers
,TRNBZVW128F92EE688,ARIFGKC1187B9B04D5,Dean Martin
,TRXOHHF128F92E2729,ARIJFXI1187B9A6142,Neri Per Caso
,TRFTFSY128F1453E10,ARG84I01187B991D69,Girls Aloud
,TRLNPDB128F428BDE9,ARVJW8Q1187FB3F429,Lee Ann Womack
,TRQUMDE128F149BF0B,AR7NTTO1187B995A0C,Manhattan Transfer
,TRYQWUE128F42621F8,ARWXN7M1187B98C47D,Babyface
,TRLUHUP128F4271830,ARVTPMZ1187FB44AEB,Bobby Vinton
,TRATOUK12903CE571A,ARVYKVI1187B9B9181,Jerry Jeff Walker
,TRYFZEW128F14525FE,ARWDO1Y1187FB380D4,Faith Evans
,TRALVKP128F42AD00C,AR3DLBB1187B98F3DF,The Statler Brothers
,TRDLGFZ128E078B98A,ARN0YZ71187B9BA57B,Michael Bublé
,TRBLXDH128F42BBAA7,ARNJ9LU1187B9A56A6,Il Divo
,TRBIVBP128F424B67C,AR6ZS6M1187FB57A03,The Drifters
,TRXUHYR12903CCA81F,ARFAN5B1187FB3A6BB,Carly Simon
,TRCAUAH128F4282746,AR0XOGM1187B9B3754,Twisted Sister
,TRKLPCT128F427C9A5,ARYOGBC1187B9B87FA,Martine McCutcheon
,TRWMWEM128F14534DA,ARCXKY91187B9ACA99,Diana Krall
,TRUXVBG128F427C623,ARFJZRY1187FB3C85E,Bette Midler
,TRVSXIK128F42A7E4F,ARO302W1187FB3C3FF,Pat Boone
,TRKMJLT128F149A20F,AR26HRX1187FB3620F,Leon Redbone
,TRVUTVI128F4296E91,ARTFZOY1187FB4656A,SWV
,TRTBLNX12903CAF180,AR8XIN91187FB3A048,Johnny Mathis
,TRGTVHY12903CFAE80,AR40GSU1187FB3AA01,Neil Diamond
,TRCNKCC128F9342E62,ARWW0KV1187FB551A6,Linda Ronstadt
,TRWBOVR128F424F135,ARSPVDV1187B996BCA,Michael Bolton
,TRWOHWW128F4262ABC,AR83G9J1187FB3C094,Kenny Loggins
,TRRRQFW128F145956F,ARSA3561187FB58C37,Bebe And Cece Winans
,TRDPOFS12903CC3B76,ARAPFN61187B990019,Otis Redding
,TRJLHPX128F92F88A2,ARVGBDX11F4C83B362,Drifters
,TRFFBFJ12903CDFF06,ARRL2QH1187B9AC814,Bing Crosby
,TRULYSJ128E07926D9,ARDONAM1187B9A6005,Darlene Love
,TRZXPAT128F933D424,ARCNS7D1187B9ABE72,Clyde McPhatter
"26248, Please Don't Leave Me",,,
,TRDYJKF12903CB38A4,ARD5ZH01187FB3C0E5,Fats Domino
,TRVOGTA128F935F3FC,ARWVOHH1187FB5974B,Screamin' Jay Hawkins
"11641, If I Should Lose You",,,
,TRHPGHO128F428ED02,ARKGBWV1187B988D5E,Mulgrew Miller
,TRLOWBD128F1489C25,ARPN0NC1187B991591,Eddie Jones
,TRONSKP128F92D315E,AR7BGWD1187FB59CCB,Aretha Franklin
"18076, Hey Girl (LP Version)",,,
,TRPHHXT12903CC45DB,ARHTHC01187B9B6D2A,Michael McDonald
,TRWPIKF12903CE7C32,AR6Y22I1187B9AF690,George Benson
"45384, Funnel Of Love (Album)",,,
,TRIQJEN128F422274C,ARG81VK1187FB401BF,Mike Ness
,TRVZZWH128F93151D0,ARVAQTH1187FB3AF44,Southern Culture On The Skids
"5461, Feel Like Makin' Love",,,
,TRUNWTA128F145F6AB,AR8JZX31187B98A84F,D'Angelo
,TRVACNV12903CE1E9A,ARQ95WI1187B99C6C5,Roberta Flack
"36745, I Saw The Light",,,
